"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002367","GO:0002367","cytokine production involved in immune response","32/1276","104/13486",8.88271375655151e-10,1.31667151503425e-07,9.79518282715607e-08,"CD74/P2RX7/IRAK3/ACP5/PYCARD/JAK3/RIGI/IL1R1/NR4A3/TGFB3/TRIM6/IL1B/IRF5/BST2/RSAD2/IL6/TLR4/CD226/SPON2/LAPTM5/NOD2/AXL/LACC1/RAET1G/HLA-E/HLA-A/DENND1B/HLA-A/HLA-E/HLA-F/HLA-F/SEMA7A",32
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","32/1276","104/13486",8.88271375655151e-10,1.31667151503425e-07,9.79518282715607e-08,"CD74/P2RX7/IRAK3/ACP5/PYCARD/JAK3/RIGI/IL1R1/NR4A3/TGFB3/TRIM6/IL1B/IRF5/BST2/RSAD2/IL6/TLR4/CD226/SPON2/LAPTM5/NOD2/AXL/LACC1/RAET1G/HLA-E/HLA-A/DENND1B/HLA-A/HLA-E/HLA-F/HLA-F/SEMA7A",32
"GO:0003013","GO:0003013","circulatory system process","82/1276","437/13486",8.92480692008861e-10,1.31667151503425e-07,9.79518282715607e-08,"ACSM3/ABCC8/EHD3/SLC38A5/CELF2/PKP2/ATP2B4/TBXAS1/GUCY1B1/SREBF1/CEACAM1/PTGS1/PCSK5/KCNK6/TJP3/CXCL12/ACTA2/ABCC3/MAP2K6/SOD3/TRPV4/MYL2/BVES/HBEGF/STAT1/EPAS1/FAAH/CNR1/SGK1/CASQ2/FKBP1B/TEK/POPDC2/CXCR4/KCNJ2/FGF13/APOE/ACE2/POSTN/AGT/ANK2/GSN/ADD3/ADM/PTPRO/KCNE4/GPD1L/TTN/KCNMA1/CBS/UCN/ZC3H12A/GUCY1A1/ERAP2/SLC7A3/BDKRB2/CXCL10/NPR1/ADRA1B/ADRA1D/PDE3A/TCAP/FGFBP3/HSD11B2/HTR1D/KCNE1/GJC1/CTNNA3/KCNJ12/KCND2/PRKG1/TRDN/SLC38A3/HRH1/OCLN/C2CD4A/IER3/ITGA1/IER3/APELA/YWHAE/SOD2",82
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","19/1276","41/13486",9.85497939027059e-10,1.41235933204564e-07,1.05070381769953e-07,"CX3CL1/CCL26/CXCL2/CCL24/CXCL12/CCL20/PTK2B/CXCR4/CCR7/ACKR3/CXCL3/CXCL5/CXCL10/CXCL11/CXCL8/CMKLR1/GPR35/LYN/PADI2",19
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","63/1276","303/13486",1.35294192667886e-09,1.88509908450588e-07,1.40239155850192e-07,"SELE/CD74/IL4R/CEACAM1/ARG2/ICAM1/PYCARD/IL4I1/EBI3/JAK3/DOCK8/CXCL12/ZBTB16/IL23A/HHLA2/IL1A/NR4A3/TNFSF18/SDC4/IRF1/IL1B/CD70/CCR7/FGL2/NT5E/GPNMB/IL6/HLX/KLF4/ITPKB/TNFRSF21/IL2RG/THY1/F11R/ICOSLG/LAPTM5/VCAM1/TGFBR2/ZC3H12A/SHH/NOD2/NFKBID/LGALS9/HAS2/LRG1/FUT9/RASGRP1/EGR3/TIGIT/PLA2G2A/SELL/DPP4/PDCD1LG2/HLA-DMA/HLA-E/HLA-A/HLA-A/HLA-DRA/HLA-E/HLA-DPA1/LYN/PECAM1/CD24",63
"GO:0030595","GO:0030595","leukocyte chemotaxis","39/1276","148/13486",2.10135879350048e-09,2.84876100221579e-07,2.1192935769443e-07,"CX3CL1/CCL26/CD74/CXCL2/PTN/CCL24/SERPINE1/CXCL12/IL23A/TRPV4/CCL20/TNFSF18/PTK2B/CXCR4/TNFAIP6/IL1B/CCR7/MTUS1/VAV3/IL6/CYP19A1/CH25H/MSTN/PTPRO/IL34/CXCL3/CXCL5/NOD2/LGALS9/CXCL10/CXCL11/CXCL8/CMKLR1/C5AR1/DPP4/ITGA1/MSMP/LYN/PADI2",39
"GO:0002460","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","55/1276","253/13486",2.8662898593123e-09,3.78350261429224e-07,2.81468076212247e-07,"CD74/NFKB2/IL4R/CEACAM1/P2RX7/ICAM1/JAG1/RELB/IL4I1/EBI3/JAK3/HPX/IL23A/C7/IL1R1/TNFAIP3/TNFSF18/IL1B/CD70/C3/RFTN1/RSAD2/IL6/HLX/TLR4/IL33/CD226/MR1/ZC3H12A/RAET1E/NOD2/NFKBID/JUNB/C1S/RAET1G/GNL1/HLA-E/CFI/HLA-C/HLA-C/HLA-A/DENND1B/HLA-A/HLA-C/C4A/C4B/HLA-B/HLA-DRA/HLA-B/HLA-E/HLA-F/HLA-B/HLA-F/IRF7/C1R",55
"GO:0002683","GO:0002683","negative regulation of immune system process","72/1276","375/13486",3.53957821832736e-09,4.55244213926411e-07,3.38672193899338e-07,"TMEM176A/CX3CL1/SNAI2/CD74/IL4R/CEACAM1/ARG2/OAS1/IRAK3/HCK/ACP5/SFRP1/IL4I1/JAK3/CXCL12/LPXN/OAS3/FN1/GBP1/CNR1/TNFAIP3/TGFB3/TNFSF18/NMI/TNFAIP6/SDC4/IRF1/FGL2/CD68/BST2/GPNMB/HLX/TLR4/MYC/IL33/CYP19A1/TAPBPL/TNFRSF21/THY1/ENPP3/ALOX15/LAPTM5/IFI16/ZC3H12A/SHH/NOD2/AXL/LGALS9/STAT2/PARP14/TRIB1/A2M/ERFE/TIGIT/ISG15/PLA2G2A/APOD/DPP4/PDCD1LG2/HLA-E/HLA-A/HLA-A/HLA-B/HLA-B/HLA-E/HLA-F/HLA-B/HLA-F/LYN/MILR1/PADI2/COL3A1",72
"GO:0031349","GO:0031349","positive regulation of defense response","70/1276","361/13486",3.81215576751238e-09,4.78044333246052e-07,3.55634005153457e-07,"CX3CL1/NR1H4/POLR3B/BIRC3/ALPK1/TXK/PAK3/OAS1/IRAK3/NLRP1/HCK/PYCARD/CCL24/SERPINE1/RIGI/MAP2K6/HPX/SLC15A3/IL23A/TRPV4/OAS3/POLR3G/IFIH1/CNR1/TNFAIP3/VAMP8/TNFSF18/TRIM6/OPTN/NMI/EREG/IRF1/IL1B/C3/CCR7/RFTN1/IRAK2/RSAD2/OASL/AGT/IL6/TLR4/IL33/DDX60/PARP9/OSMR/CD226/GBP5/LY96/PIK3AP1/CTSS/IFI16/UCN/RAET1E/NOD2/CD14/NPAS2/TMEM126A/RASGRP1/LPL/LACC1/PLA2G2A/C2CD4A/RAET1G/HLA-E/HLA-E/HLA-F/HLA-F/LYN/IRF7",70
"GO:0032496","GO:0032496","response to lipopolysaccharide","52/1276","236/13486",4.7583224301753e-09,5.82140129506325e-07,4.33074531834954e-07,"ABCC8/CX3CL1/SELE/NR1H4/NFKB2/CXCL2/P2RX7/IRAK3/HCK/ACP5/PYCARD/SERPINE1/IL1A/GBP3/CNR1/TNFAIP3/TRIM6/SLPI/IL1B/CITED1/CCR7/ZFP36/CD68/IRAK2/CMPK2/IL6/TLR4/CYP1A1/ADM/GBP5/LY96/SPON2/PTGIR/VCAM1/CXCL3/CXCL5/ZC3H12A/HPGD/GJB2/NOD2/AXL/LGALS9/CXCL10/CXCL11/CXCL8/FOS/CD14/TRIB1/PCSK1/PDCD1LG2/LYN/SOD2",52
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","26/1276","78/13486",5.06902377343134e-09,6.05386267798371e-07,4.50368152301105e-07,"CD74/P2RX7/PYCARD/RIGI/IL1R1/NR4A3/TRIM6/IL1B/IRF5/RSAD2/IL6/TLR4/CD226/SPON2/LAPTM5/NOD2/LACC1/RAET1G/HLA-E/HLA-A/DENND1B/HLA-A/HLA-E/HLA-F/HLA-F/SEMA7A",26
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","57/1276","274/13486",8.12501326839847e-09,9.34958613602305e-07,6.95548620251022e-07,"SELE/CD74/IL4R/CEACAM1/ARG2/PYCARD/IL4I1/EBI3/JAK3/DOCK8/CXCL12/ZBTB16/IL23A/HHLA2/IL1A/NR4A3/TNFSF18/SDC4/IRF1/IL1B/CD70/CCR7/FGL2/GPNMB/IL6/HLX/KLF4/ITPKB/TNFRSF21/IL2RG/THY1/ICOSLG/LAPTM5/VCAM1/TGFBR2/ZC3H12A/SHH/NOD2/NFKBID/LGALS9/HAS2/FUT9/RASGRP1/EGR3/TIGIT/PLA2G2A/DPP4/PDCD1LG2/HLA-DMA/HLA-E/HLA-A/HLA-A/HLA-DRA/HLA-E/HLA-DPA1/LYN/CD24",57
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","31/1276","107/13486",8.20139134738864e-09,9.34958613602305e-07,6.95548620251022e-07,"CX3CL1/SELE/CD74/ICAM1/PYCARD/PTN/CCL24/SERPINE1/DOCK8/CXCL12/IL23A/TRPV4/IL1A/CCL20/IL1R1/TNFSF18/PTK2B/CCR7/IL6/MSTN/THY1/MMP14/IL34/ITGA2/LGALS9/CXCL10/CXCL8/CMKLR1/TNFRSF18/C5AR1/ITGB3",31
"GO:0050865","GO:0050865","regulation of cell activation","85/1276","481/13486",8.68029774303577e-09,9.67563855090387e-07,7.19804806995598e-07,"CYP26B1/CX3CL1/CD74/GAB2/TNFRSF9/TXK/STXBP2/IL4R/CEACAM1/ARG2/CAPN3/PYCARD/SFRP1/IL4I1/EBI3/JAK3/DOCK8/ACTA2/ZBTB16/IL23A/HHLA2/IL1A/FN1/CNR1/TNFAIP3/MYB/VAMP8/NR4A3/TNFSF18/SDC4/CDKN1A/IRF1/IL1B/CD70/CCR7/FGL2/APOE/VAV3/PDGFRA/GPNMB/IL6/HLX/TLR4/IL33/ITPKB/TNFRSF21/IL2RG/CD226/THY1/ENPP3/MMP14/F11R/ICOSLG/LAPTM5/VCAM1/TGFBR2/ZC3H12A/SHH/NOD2/AXL/NFKBID/LGALS9/ITGAM/JUNB/RASGRP1/SPHK1/EGR3/TIGIT/PRKG1/PLA2G2A/PDGFA/DPP4/PDCD1LG2/HLA-DMA/HLA-E/HLA-A/HLA-A/HLA-DRA/HLA-E/HLA-F/HLA-DPA1/HLA-F/LYN/MILR1/CD24",85
"GO:1990266","GO:1990266","neutrophil migration","25/1276","75/13486",9.98006293242957e-09,1.08826077541449e-06,8.09595494175351e-07,"CX3CL1/CCL26/CD74/CXCL2/CCL24/IL23A/IL1A/CCL20/IL1R1/TNFAIP6/IL1B/CCR7/VAV3/MCOLN2/CXCL3/CXCL5/NOD2/CXCL10/CXCL11/CXCL8/RAC3/C5AR1/DPP4/ITGA1/PECAM1",25
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","24/1276","70/13486",1.04469639744066e-08,1.09515011801526e-06,8.14720718619173e-07,"ITGA3/SNAI2/COL16A1/ICAM1/SERPINE1/LPXN/PLAU/LIF/ITGA7/ITGA11/CYP1B1/ITGAV/ITGAX/PLPP3/ITGA2/RET/NPNT/EFNA1/RAC3/ITGAM/DPP4/ITGA1/LYN/ITGB3",24
"GO:0001822","GO:0001822","kidney development","55/1276","262/13486",1.06425510050745e-08,1.09515011801526e-06,8.14720718619173e-07,"CYP26B1/SOX8/ITGA3/CRLF1/PROM1/TP73/ARG2/WNT11/PCSK5/NRP1/JAG1/EYA1/SFRP1/TMEM59L/ACTA2/ZBTB16/FGF1/PDGFRB/STAT1/PROX1/TEK/RDH10/BICC1/SDC4/PAX8/CITED1/LIF/ALDH1A2/PDGFRA/AGT/MYC/GCNT3/GPC3/PTPRO/ADAMTS1/MYO1E/KLF15/HPGD/SHH/RET/GDNF/NPNT/HAS2/NOG/ROBO2/PTCH1/MME/PDGFA/AQP1/ITGB3/PECAM1/CD24/ID3/DCHS2/STRA6",55
"GO:0072001","GO:0072001","renal system development","56/1276","269/13486",1.06982367987934e-08,1.09515011801526e-06,8.14720718619173e-07,"CYP26B1/SOX8/ITGA3/CRLF1/PROM1/TP73/ARG2/WNT11/PCSK5/NRP1/JAG1/EYA1/SFRP1/TMEM59L/ACTA2/ZBTB16/FGF1/PDGFRB/STAT1/PROX1/TEK/RDH10/BICC1/SDC4/PAX8/CITED1/LIF/ALDH1A2/PDGFRA/AGT/MYC/RBP4/GCNT3/GPC3/PTPRO/ADAMTS1/MYO1E/KLF15/HPGD/SHH/RET/GDNF/NPNT/HAS2/NOG/ROBO2/PTCH1/MME/PDGFA/AQP1/ITGB3/PECAM1/CD24/ID3/DCHS2/STRA6",56
"GO:0002819","GO:0002819","regulation of adaptive immune response","43/1276","183/13486",1.39451189349023e-08,1.3989743315494e-06,1.04074624472061e-06,"IL4R/CEACAM1/P2RX7/PYCARD/IL4I1/JAK3/HPX/IL23A/IL1R1/TNFAIP3/TNFSF18/ADCY7/IRF1/IL1B/C3/RSAD2/IL6/HLX/IL33/CD226/MR1/ALOX15/ZC3H12A/RAET1E/NOD2/NFKBID/JUNB/RAET1G/HLA-E/HLA-C/HLA-C/HLA-A/DENND1B/HLA-A/HLA-C/HLA-B/HLA-DRA/HLA-B/HLA-E/HLA-F/HLA-B/HLA-F/IRF7",43
"GO:0031589","GO:0031589","cell-substrate adhesion","61/1276","308/13486",1.714579981973e-08,1.68633984109344e-06,1.25452756162937e-06,"ITGA3/CX3CL1/PKP2/COL17A1/FBLN1/COL5A3/COL16A1/FAT2/SORBS1/NRP1/JAG1/SFRP1/SERPINE1/SPOCK2/COL1A1/LPXN/BVES/FN1/GBP1/TEK/PTK2B/PLAU/SDC4/CCR7/RIN2/POSTN/ITGA7/THSD1/ITGA11/ITGAV/FBLN5/ITGAX/COL8A1/PTPRO/DAB2/THY1/ABI3BP/FZD7/MMP14/ALOX15/VCAM1/FBLN2/ITGA2/FREM1/AXL/NPNT/EFNA1/RAC3/ITGAM/HAS2/EFEMP2/EFNA5/APOD/L1CAM/VIT/ARL2/ITGA1/ITGB3/MUC4/ECM2/COL3A1",61
"GO:0071621","GO:0071621","granulocyte chemotaxis","25/1276","77/13486",1.8281205007821e-08,1.7634331599852e-06,1.31187999499444e-06,"CX3CL1/CCL26/CD74/CXCL2/CCL24/IL23A/TRPV4/CCL20/TNFSF18/TNFAIP6/IL1B/CCR7/VAV3/MSTN/IL34/CXCL3/CXCL5/NOD2/CXCL10/CXCL11/CXCL8/CMKLR1/C5AR1/DPP4/ITGA1",25
"GO:0045765","GO:0045765","regulation of angiogenesis","49/1276","225/13486",1.97011442319076e-08,1.86454602768394e-06,1.38710141612935e-06,"TNMD/ABCC8/ADGRA2/ATP2B4/RAPGEF3/CEACAM1/NRP1/PPP1R16B/SFRP1/TSPAN12/CCL24/SERPINE1/NR2E1/FGF1/IL1A/STAT1/TNFAIP3/TEK/PTK2B/ADGRB2/CXCR4/IL1B/C3/CHI3L1/GPNMB/IL6/KLF4/CYP1B1/ITGAX/ADAM12/ADM/HMGA2/ADAMTS1/CREB3L1/TGFBR2/ZC3H12A/ANGPTL4/EFNA1/CXCL10/MINAR1/NPR1/CXCL8/LRG1/SPHK1/FOXO4/C5AR1/AQP1/APELA/ITGB3",49
"GO:0002521","GO:0002521","leukocyte differentiation","79/1276","444/13486",2.17078055726385e-08,2.01641393985842e-06,1.50008130126712e-06,"TMEM176A/CYP26B1/CD74/GAB2/TNFRSF9/IL4R/CEACAM1/IL11/EFNA2/MFNG/DHRS2/SFRP1/RELB/IL4I1/JAK3/LIPA/ZBTB16/POU2AF1/IL23A/IL1A/MYB/TNFSF18/PTK2B/TNFAIP6/BATF3/IRF1/IL1B/CCR7/FGL2/LIF/DNAJB9/CBFA2T3/CD101/RSAD2/IL6/HLX/TLR4/MYC/IL33/ITPKB/IL2RG/GPC3/MR1/LRRK1/KLF10/FZD7/MMP14/IL34/GAB3/VCAM1/TGFBR2/IFI16/ZC3H12A/SHH/NFIL3/AXL/NFKBID/LGALS9/ROR2/FASN/FOS/JUNB/RASGRP1/TRIB1/FZD8/GBA1/ERFE/EGR3/HCLS1/IFNE/UBD/UBD/HLA-B/HLA-DRA/HLA-B/HLA-B/LYN/IRF7/EVI2B",79
"GO:1901342","GO:1901342","regulation of vasculature development","49/1276","226/13486",2.2898668697775e-08,2.08835858523708e-06,1.55360345518875e-06,"TNMD/ABCC8/ADGRA2/ATP2B4/RAPGEF3/CEACAM1/NRP1/PPP1R16B/SFRP1/TSPAN12/CCL24/SERPINE1/NR2E1/FGF1/IL1A/STAT1/TNFAIP3/TEK/PTK2B/ADGRB2/CXCR4/IL1B/C3/CHI3L1/GPNMB/IL6/KLF4/CYP1B1/ITGAX/ADAM12/ADM/HMGA2/ADAMTS1/CREB3L1/TGFBR2/ZC3H12A/ANGPTL4/EFNA1/CXCL10/MINAR1/NPR1/CXCL8/LRG1/SPHK1/FOXO4/C5AR1/AQP1/APELA/ITGB3",49
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","68/1276","363/13486",2.70137299059318e-08,2.41965837871704e-06,1.80006903226557e-06,"CX3CL1/SELE/PLAUR/CD74/IL4R/CEACAM1/ARG2/JAG1/PYCARD/IL4I1/EBI3/JAK3/DOCK8/CXCL12/ZBTB16/IL23A/TRPV4/MDGA1/HHLA2/IL1A/NR4A3/TNFSF18/SDC4/IRF1/IL1B/CD70/CCR7/FGL2/PCDH8/GPNMB/IL6/HLX/KLF4/ITPKB/ABCA12/TNFRSF21/IL2RG/THY1/F11R/ICOSLG/PLPP3/LAPTM5/VCAM1/TGFBR2/ZC3H12A/SHH/NOD2/NFKBID/LGALS9/HAS2/FUT9/RASGRP1/EGR3/TIGIT/EFNA5/PRKG1/PLA2G2A/DPP4/PDCD1LG2/HLA-DMA/HLA-E/HLA-A/HLA-A/HLA-DRA/HLA-E/HLA-DPA1/LYN/CD24",68
"GO:0019882","GO:0019882","antigen processing and presentation","34/1276","130/13486",2.75156135124764e-08,2.42137398909792e-06,1.80134533521198e-06,"CD74/ICAM1/PYCARD/RELB/CCR7/FGL2/CD68/RFTN1/CTSV/TAPBPL/MR1/CTSS/ERAP2/RAET1E/NOD2/CTSF/GBA1/RAET1G/HLA-DMA/HLA-E/HLA-C/HLA-C/HLA-A/IFI30/HLA-A/HLA-C/HLA-B/HLA-DRA/HLA-B/HLA-E/HLA-F/HLA-B/HLA-DPA1/HLA-F",34
"GO:0003012","GO:0003012","muscle system process","61/1276","313/13486",3.19214523581392e-08,2.7606552591108e-06,2.05374861360442e-06,"ABCC8/SCN4A/EHD3/PKP2/CAMK2B/ATP2B4/MYLK/LMCD1/ENO1/CHRNA3/ARG2/P2RX6/MYL9/ACTA2/MAP2K6/CRYAB/TRPV4/MYL2/IGFBP5/CASQ2/NR4A3/FKBP1B/CXCR4/SSPN/KCNJ2/IL1B/FGF13/ACE2/AGT/MSTN/ANK2/GSN/KCNE4/GPD1L/TTN/KCNMA1/FBXO32/UCN/ZC3H12A/KLF15/GUCY1A1/ITGA2/BDKRB2/GDNF/NPNT/ADRA1B/SLN/TCAP/SPHK1/HTR1D/KCNE1/SSTR2/GJC1/CTNNA3/KCNJ12/KCND2/PRKG1/TRDN/TPM2/RYR3/LTB4R",61
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","47/1276","217/13486",4.57297447765679e-08,3.88780338642821e-06,2.8922737775724e-06,"CX3CL1/CCL26/CD74/FBLN1/CEACAM1/ICAM1/NRP1/PYCARD/CCL24/ACTA2/TRPV4/FGF1/PDGFRB/IL1A/CCL20/FN1/GBP1/TEK/PTK2B/IL1B/CCR7/LIF/APOE/ACE2/CHI3L1/PDGFRA/GPNMB/TLR4/ACKR3/DAB2/ALOX15/ATF3/NEK10/NOD2/NPNT/LGALS9/RASGRP1/TNFAIP8L3/C1QL4/PLA2G2A/SPRED3/C5AR1/PDGFA/APELA/LYN/ITGB3/SEMA7A",47
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","50/1276","238/13486",4.82658308873466e-08,4.03502346218218e-06,3.00179597360779e-06,"CX3CL1/CCL26/CD74/FBLN1/CEACAM1/ICAM1/NRP1/PYCARD/CCL24/ACTA2/TRPV4/FGF1/PDGFRB/IL1A/CCL20/FN1/GBP1/TEK/PTK2B/IL1B/CCR7/LIF/APOE/ACE2/CHI3L1/PDGFRA/GPNMB/TLR4/MYC/DUSP5/ITGAV/ACKR3/DAB2/ALOX15/ATF3/NEK10/NOD2/NPNT/LGALS9/RASGRP1/TNFAIP8L3/C1QL4/PLA2G2A/SPRED3/C5AR1/PDGFA/APELA/LYN/ITGB3/SEMA7A",50
"GO:0030855","GO:0030855","epithelial cell differentiation","85/1276","499/13486",4.92412754425144e-08,4.04908586261725e-06,3.01225748824355e-06,"TNMD/CYP26B1/SOX8/DLX6/PROM1/PRKCH/USH2A/TP63/TP73/RAPGEF3/CEACAM1/WNT11/ANKRD24/ICAM1/NRP1/JAG1/PPP1R16B/FA2H/TJP3/DLX5/SERPINE1/SFRP4/ACTA2/LIPA/ALDOC/DNPH1/ARHGEF26/IL1A/STAT1/EPAS1/MYCL/IRF6/PROX1/PPL/CXCR4/CDKN1A/EREG/IL1B/PAX8/TGM3/BFSP1/CITED1/ZFP36/LIF/KRT17/PLAAT4/KRT7/SCEL/KLF4/DMRT1/MYO7A/CYP1A1/ABCA12/CDKN2B/PTPRO/CCNO/DAB2/FZD7/HYDIN/MYO1E/F11R/NEUROD1/CLRN1/KLF15/PITX2/ITGA2/TMEM100/DNASE1L2/GDNF/FASN/KRT86/KRT13/INSM1/APOLD1/SLC9A4/KCNE1/SLITRK6/PTCH1/AKR1C1/SPRED3/COL27A1/S1PR3/PECAM1/CD24/ID3",85
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response","31/1276","115/13486",5.26665990082194e-08,4.18121697645783e-06,3.11055447442773e-06,"CD74/IL4R/P2RX7/PYCARD/RIGI/HPX/IL1R1/NR4A3/TRIM6/IL1B/DNAJB9/IRF5/RSAD2/IL6/TLR4/IL33/RBP4/CD226/SPON2/LAPTM5/NOD2/LACC1/RAET1G/HLA-E/HLA-A/DENND1B/HLA-A/HLA-E/HLA-F/HLA-F/SEMA7A",31
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","37/1276","152/13486",5.31920772322697e-08,4.18121697645783e-06,3.11055447442773e-06,"CD74/IL4R/P2RX7/IRAK3/ACP5/PYCARD/JAK3/RIGI/HPX/IL1R1/NR4A3/TGFB3/TRIM6/IL1B/DNAJB9/IRF5/BST2/RSAD2/IL6/TLR4/IL33/RBP4/CD226/SPON2/LAPTM5/NOD2/AXL/LACC1/RAET1G/HLA-E/HLA-A/DENND1B/HLA-A/HLA-E/HLA-F/HLA-F/SEMA7A",37
"GO:0019730","GO:0019730","antimicrobial humoral response","19/1276","50/13486",5.33488609436405e-08,4.18121697645783e-06,3.11055447442773e-06,"CXCL2/PI3/SLPI/H2BC11/SPON2/CXCL3/CXCL5/NOD2/CXCL10/CXCL11/CXCL8/H2BC4/H2BC21/H2BC12/HLA-E/HLA-A/HLA-A/HLA-E/H2BC6",19
"GO:0002443","GO:0002443","leukocyte mediated immunity","58/1276","296/13486",5.71405018978811e-08,4.40948857722726e-06,3.28037375267998e-06,"CD74/GAB2/STXBP2/IL4R/CEACAM1/P2RX7/ICAM1/JAG1/IL4I1/JAK3/RIGI/PTGDS/HPX/IL23A/C7/IL1R1/VAMP8/NR4A3/IL1B/CD70/C3/BST2/RFTN1/RSAD2/IL6/TLR4/CD226/MR1/SPON2/RAET1E/NOD2/LGALS9/ITGAM/RASGRP1/C1S/RAET1G/GNL1/HLA-E/CFI/HLA-C/HLA-C/HLA-A/DENND1B/HLA-A/HLA-C/C4A/C4B/HLA-B/HLA-DRA/HLA-B/HLA-E/HLA-F/HLA-B/HLA-F/LYN/MILR1/IRF7/C1R",58
"GO:0010720","GO:0010720","positive regulation of cell development","66/1276","355/13486",5.85286078011951e-08,4.44817419289083e-06,3.30915334378368e-06,"SOX8/CX3CL1/CD74/PRKCH/VCAN/CAMK2B/NTN1/IL4R/TP73/NRP1/IL4I1/PTN/CXCL12/RND2/ZBTB16/IL23A/NR2E1/FN1/MYB/CXCR4/EGR2/MYRF/IL1B/LIF/CD101/IL6/HLX/IL33/ZNF365/DMRTA2/ITPKB/IL2RG/NTRK2/KLF10/MMP14/IL34/F11R/TGFBR2/SHH/RET/SPINT1/AXL/NFKBID/LGALS9/ROR2/FOS/ID4/PDE3A/RASGRP1/TRIB1/HAP1/SLITRK1/CDH4/EGR3/HCLS1/EFNA5/ROBO2/MME/L1CAM/TGM2/PLXNA4/HLA-DRA/SHANK3/LYN/SEMA7A/EVI2B",66
"GO:0072006","GO:0072006","nephron development","33/1276","128/13486",6.39117641842226e-08,4.78479715146359e-06,3.55957901073164e-06,"SOX8/ITGA3/PROM1/WNT11/JAG1/EYA1/TMEM59L/ACTA2/FGF1/PDGFRB/STAT1/TEK/PAX8/CITED1/LIF/PDGFRA/AGT/MYC/GPC3/PTPRO/MYO1E/KLF15/SHH/RET/GDNF/NPNT/NOG/PTCH1/AQP1/ITGB3/PECAM1/CD24/DCHS2",33
"GO:0009612","GO:0009612","response to mechanical stimulus","39/1276","167/13486",7.7842708147826e-08,5.74204447161022e-06,4.27170898427311e-06,"FAS/WNT11/P2RX7/PTN/CXCL12/COL1A1/TRPV4/STAT1/PPL/PTK2B/CXCR4/KCNJ2/IRF1/IL1B/FOSB/KCNC1/CHI3L1/POSTN/SCEL/TLR4/IL33/GSN/TTN/MMP14/F11R/UCN/ITGA2/CXCL10/CRADD/FOS/TCAP/NRXN1/SLITRK6/PTCH1/AQP1/SHANK3/ITGB3/STRA6/PKD1L2",39
"GO:0006936","GO:0006936","muscle contraction","50/1276","242/13486",8.41919070692544e-08,6.12038559216493e-06,4.55317026026707e-06,"SCN4A/EHD3/PKP2/ATP2B4/MYLK/ENO1/CHRNA3/ARG2/P2RX6/MYL9/ACTA2/MAP2K6/CRYAB/TRPV4/MYL2/CASQ2/FKBP1B/CXCR4/SSPN/KCNJ2/FGF13/ACE2/ANK2/GSN/KCNE4/GPD1L/TTN/KCNMA1/UCN/ZC3H12A/GUCY1A1/ITGA2/BDKRB2/GDNF/NPNT/ADRA1B/TCAP/SPHK1/HTR1D/KCNE1/SSTR2/GJC1/CTNNA3/KCNJ12/KCND2/PRKG1/TRDN/TPM2/RYR3/LTB4R",50
"GO:0002831","GO:0002831","regulation of response to biotic stimulus","74/1276","420/13486",9.24227898766686e-08,6.62275305744814e-06,4.92689909944045e-06,"CX3CL1/NR1H4/POLR3B/BIRC3/ALPK1/TXK/PAK3/CEACAM1/ARG2/OAS1/IRAK3/NLRP1/HCK/PYCARD/IL4I1/RIGI/MAP2K6/HPX/SLC15A3/IL23A/OAS3/POLR3G/IFIH1/STAT1/TNFAIP3/TRIM6/OPTN/NMI/EREG/IRF1/IL1B/FGL2/APOE/RFTN1/TRIM22/IRAK2/RSAD2/OASL/TLR4/DDX60/PARP9/CD226/MR1/GBP5/LY96/PIK3AP1/CTSS/IFI16/DTX3L/ZC3H12A/RAET1E/NOD2/LGALS9/CD14/STAT2/TMEM126A/RASGRP1/PARP14/TRIB1/A2M/LACC1/ISG15/RAET1G/HLA-E/HLA-A/HLA-A/HLA-B/HLA-B/HLA-E/HLA-F/HLA-B/HLA-F/LYN/IRF7",74
"GO:0071674","GO:0071674","mononuclear cell migration","33/1276","130/13486",9.5457957583875e-08,6.74390303155939e-06,5.01702682927853e-06,"CX3CL1/CCL26/ICAM1/PYCARD/CCL24/SERPINE1/DOCK8/CXCL12/TRPV4/CCL20/TNFSF18/PTK2B/CXCR4/CCR7/IL6/CH25H/MSTN/PTPRO/IL34/F11R/RET/LGALS9/CXCL10/CXCL11/CMKLR1/GBA1/APOD/C5AR1/MSMP/LYN/ITGB3/PECAM1/PADI2",33
